time,rss_mb,cpu_percent,read_kbs,write_kbs,read_chars_kbs,write_chars_kbs,minor_faults_s,major_faults_s
2025-08-18 14:49:13.824144,775.4,799.0,571480.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:13.924750,775.4,759.0,578720.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:14.025341,775.4,799.0,541160.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:14.130173,775.4,788.2,579080.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:14.230791,775.4,798.9,502680.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:14.331396,775.4,799.0,538800.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:14.432016,775.4,769.0,555280.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:14.532603,775.4,789.0,577520.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:14.633226,775.4,769.1,626000.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:14.733838,775.4,729.1,625120.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:14.834449,775.4,759.0,625720.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:14.935057,775.4,759.0,591480.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:15.035665,775.4,719.1,568840.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:15.139995,775.4,758.6,583240.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:15.240602,775.4,769.0,544080.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:15.341212,775.4,809.0,593880.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:15.441810,775.4,699.1,536120.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:15.542414,775.4,769.0,643720.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:15.642992,775.4,779.2,645520.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:15.743612,775.4,799.0,573120.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:15.844215,775.4,769.0,498080.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:15.944852,775.4,739.0,561480.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:16.045455,775.4,769.0,578120.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:16.150981,775.4,788.5,605480.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:16.251575,775.4,799.0,592640.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:16.352191,775.4,779.0,624280.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:16.452839,775.4,769.0,573840.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:16.553467,775.4,779.0,512280.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:16.654649,775.4,744.9,529240.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:16.755242,775.4,789.0,556080.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:16.855854,775.4,739.0,476200.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:16.956459,775.4,749.0,501920.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:17.057064,775.4,769.0,557480.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:17.161691,775.4,788.4,623760.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:17.262288,775.4,789.0,584480.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:17.362904,775.4,749.1,537920.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:17.463494,775.4,789.0,552320.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:17.564107,775.4,769.0,552680.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:17.664719,775.4,789.0,574400.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:17.765330,775.4,789.0,525280.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:17.865958,775.4,789.0,557720.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:17.966569,775.4,799.0,617360.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:18.067159,775.4,789.0,455160.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:18.171344,775.4,728.3,111400.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:18.271944,775.4,669.2,41760.0,0.0,0.0,1.28,420.0,0.0
2025-08-18 14:49:18.372846,775.4,677.3,511080.0,0.0,0.0,0.0,100.0,0.0
2025-08-18 14:49:18.473472,775.4,789.0,590840.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:18.574438,775.4,776.2,577480.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:18.675071,775.4,778.9,586920.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:18.775796,775.4,768.9,575000.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:18.876382,775.4,769.1,568040.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:18.976978,775.4,759.0,556240.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:19.077570,775.4,699.1,468520.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:19.182015,775.4,758.4,580120.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:19.282615,775.4,769.0,586360.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:19.383238,775.4,759.0,558240.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:19.483857,775.4,789.0,573120.0,0.0,0.0,0.0,0.0,0.0
